PC Time,Alt,Press,Temp
10-21-2020  08:29:23,56.4,100649.4,27.3
10-21-2020  08:29:23,56.1,100652.6,27.3
10-21-2020  08:29:24,56.1,100652.8,27.3
10-21-2020  08:29:25,56,100653.5,27.3
10-21-2020  08:29:26,56.4,100649.4,27.3
10-21-2020  08:29:27,56.1,100652.6,27.3
10-21-2020  08:29:28,56.4,100649.1,27.3
10-21-2020  08:29:29,56.4,100649.1,27.3
10-21-2020  08:29:30,55.6,100658.4,27.4
10-21-2020  08:29:31,56.1,100653.1,27.3
10-21-2020  08:29:32,55.3,100662.3,27.4
10-21-2020  08:29:33,56.1,100652.4,27.3
10-21-2020  08:29:34,55.6,100659.1,27.4
10-21-2020  08:29:35,56.2,100651.3,27.3
10-21-2020  08:29:36,55.8,100656.6,27.3
10-21-2020  08:29:37,56.2,100652.2,27.3
10-21-2020  08:29:38,55.7,100657.1,27.3
10-21-2020  08:29:39,56,100654.5,27.3
10-21-2020  08:29:40,56.1,100653.3,27.3
10-21-2020  08:29:41,56.3,100650.1,27.3
10-21-2020  08:29:42,56.4,100649,27.3
10-21-2020  08:29:43,56.4,100649.5,27.3
10-21-2020  08:29:44,56.1,100652.7,27.3
10-21-2020  08:29:45,56.2,100651.5,27.3
10-21-2020  08:29:46,56.2,100651.9,27.3
10-21-2020  08:29:47,56.1,100652.6,27.3
10-21-2020  08:29:47,55.9,100655.2,27.4
10-21-2020  08:29:48,55.9,100655.7,27.4
10-21-2020  08:29:49,57.9,100631.6,27.3
10-21-2020  08:29:50,440.6,96143.1,27.3
10-21-2020  08:29:51,1038.1,89460.5,27.4
10-21-2020  08:29:52,1574.1,83790.3,27.4
10-21-2020  08:29:53,2019.2,79305.6,27.4
10-21-2020  08:29:54,2030.4,79195.9,27.4
10-21-2020  08:29:55,1957.9,79911.7,27.4
10-21-2020  08:29:56,1907.2,80415.2,27.4
10-21-2020  08:29:57,1873.2,80754.9,27.4
10-21-2020  08:29:58,1849.6,80990.9,27.4
10-21-2020  08:29:59,1832.6,81161.9,27.4
10-21-2020  08:30:00,1820.8,81280.2,27.4
10-21-2020  08:30:01,1810.4,81384.4,27.4
10-21-2020  08:30:02,1803.8,81450.6,27.4
10-21-2020  08:30:03,1797.9,81510.7,27.4
10-21-2020  08:30:04,1792.9,81560.7,27.4
10-21-2020  08:30:05,1788.7,81603,27.4
10-21-2020  08:30:06,1785,81640,27.4
10-21-2020  08:30:07,1781.7,81673.3,27.4
10-21-2020  08:30:08,1778.8,81702.7,27.4
10-21-2020  08:30:09,1776,81731.6,27.4
10-21-2020  08:30:10,1773.5,81756.8,27.4
10-21-2020  08:30:11,1771.5,81776.3,27.4
10-21-2020  08:30:12,1769,81802,27.4
10-21-2020  08:30:13,1767.4,81818.1,27.4
10-21-2020  08:30:14,1765.2,81840.4,27.4
10-21-2020  08:30:14,1762.9,81863.3,27.4
10-21-2020  08:30:15,1761,81882.5,27.4
10-21-2020  08:30:16,1760,81892.8,27.4
10-21-2020  08:30:17,1996.5,79529.6,27.4
10-21-2020  08:30:18,2524.4,74454.1,27.4
10-21-2020  08:30:19,2989.7,70200,27.4
10-21-2020  08:30:20,3398.9,66624.1,27.4
10-21-2020  08:30:21,3761.4,63580.9,27.4
10-21-2020  08:30:22,4091.9,60905.8,27.4
10-21-2020  08:30:23,4183.8,60177.6,27.5
10-21-2020  08:30:24,4109.8,60763.4,27.5
10-21-2020  08:30:25,4064.2,61126.6,27.4
10-21-2020  08:30:26,4034.4,61364.3,27.5
10-21-2020  08:30:27,4014.7,61521.8,27.4
10-21-2020  08:30:28,4001,61632.6,27.4
10-21-2020  08:30:29,3990.6,61715.7,27.4
10-21-2020  08:30:30,3983.4,61773.7,27.4
10-21-2020  08:30:31,3977.2,61823.9,27.4
10-21-2020  08:30:32,3972.3,61863.3,27.4
10-21-2020  08:30:33,3968.3,61895.4,27.4
10-21-2020  08:30:34,3964.8,61923.6,27.4
10-21-2020  08:30:35,3962.2,61944.4,27.4
10-21-2020  08:30:36,3959.1,61969.5,27.4
10-21-2020  08:30:37,3956.9,61987.2,27.4
10-21-2020  08:30:38,3954.6,62006.1,27.4
10-21-2020  08:30:38,3952.6,62022.2,27.4
10-21-2020  08:30:39,3950.7,62036.9,27.4
10-21-2020  08:30:40,3948.8,62052.5,27.4
10-21-2020  08:30:41,3947.7,62061.6,27.4
10-21-2020  08:30:42,3945.2,62081.3,27.4
10-21-2020  08:30:43,3943.5,62095.1,27.4
10-21-2020  08:30:44,3942.2,62105.6,27.4
10-21-2020  08:30:45,3957,61986.4,27.4
10-21-2020  08:30:46,4274.4,59467.6,27.4
10-21-2020  08:30:47,4638.7,56679.6,27.5
10-21-2020  08:30:48,4956.6,54333.9,27.5
10-21-2020  08:30:49,5230.9,52374,27.5
10-21-2020  08:30:50,5469,50719.2,27.5
10-21-2020  08:30:51,5681.7,49276.7,27.5
10-21-2020  08:30:52,5873.3,48006.7,27.5
10-21-2020  08:30:53,6044.5,46893.6,27.5
10-21-2020  08:30:54,6199.7,45903,27.5
10-21-2020  08:30:55,6338.6,45031.3,27.5
10-21-2020  08:30:56,6461.2,44272.8,27.5
10-21-2020  08:30:57,6570.7,43603.8,27.5
10-21-2020  08:30:58,6667.5,43019.6,27.5
10-21-2020  08:30:59,6752.4,42512.6,27.5
10-21-2020  08:31:00,6825.9,42077,27.5
10-21-2020  08:31:01,6890.7,41696.3,27.5
10-21-2020  08:31:02,6890.8,41695.7,27.5
10-21-2020  08:31:03,6868.1,41828.9,27.5
10-21-2020  08:31:03,6852,41923.6,27.5
10-21-2020  08:31:04,6840.1,41993.6,27.5
10-21-2020  08:31:05,6830.5,42050.3,27.5
10-21-2020  08:31:06,6822,42100.4,27.5
10-21-2020  08:31:07,6815.7,42137.3,27.5
10-21-2020  08:31:08,6810.1,42170.6,27.5
10-21-2020  08:31:09,6804.5,42203.8,27.5
10-21-2020  08:31:10,6799,42236.1,27.5
10-21-2020  08:31:11,6793.8,42266.9,27.5
10-21-2020  08:31:12,6790.1,42289,27.5
10-21-2020  08:31:13,6785.7,42314.6,27.5
10-21-2020  08:31:14,6782,42337,27.5
10-21-2020  08:31:15,6778.3,42358.8,27.5
10-21-2020  08:31:16,6773.9,42385,27.5
10-21-2020  08:31:17,6771,42402.2,27.5
10-21-2020  08:31:18,6767.1,42425.4,27.5
10-21-2020  08:31:19,6763.8,42444.5,27.5
10-21-2020  08:31:20,6760.9,42462.1,27.5
10-21-2020  08:31:21,6757,42484.9,27.5
10-21-2020  08:31:22,6754,42503,27.5
10-21-2020  08:31:23,6750.5,42523.8,27.5
10-21-2020  08:31:24,6747.3,42542.9,27.5
10-21-2020  08:31:25,6063,46775,27.5
10-21-2020  08:31:26,4609.6,56898.5,27.5
10-21-2020  08:31:27,3465.6,66055.5,27.5
10-21-2020  08:31:27,2756.9,72302.9,27.5
10-21-2020  08:31:28,2172.3,77808.7,27.4
10-21-2020  08:31:29,1676.3,82742.9,27.4
10-21-2020  08:31:30,1262.5,87049.5,27.4
